"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
142541,131275,"Abbeywood First School","Parent","01-01-2016"
142542,107044,"Beck Primary School","Parent","01-02-2016"
142543,116974,"Church Hill Middle School","Parent","01-01-2016"
142544,120042,"Edith Weston Primary School","Parent","01-01-2016"
142545,134802,"Ernesettle Community School","Parent","01-01-2016"
142546,135522,"Ferndale Primary School & Nursery","Parent","01-01-2016"
142547,124697,"Great Barton Church of England Voluntary Controlled Primary School","Parent","01-01-2016"
142548,122735,"Greythorn Primary School","Parent","01-01-2016"
142549,111836,"Kehelland Village School","Parent","01-01-2016"
142550,105639,"Mayfield Primary School","Parent","01-01-2016"
142551,111942,"North Petherwin Primary School","Parent","01-01-2016"
142552,104421,"Park View Primary School","Parent","01-01-2016"
142553,111876,"Perranporth Community Primary School","Parent","01-01-2016"
142554,124711,"Rattlesden Church of England Voluntary Controlled School","Parent","01-01-2016"
142555,134150,"Rivermead School","Parent","01-01-2016"
142556,106636,"Royston St John the Baptist Church of England Voluntary Aided Primary School","Parent","01-01-2016"
142557,110946,"Spring Common School","Parent","01-01-2016"
142558,102229,"St Bernadette's Catholic Primary School","Parent","01-01-2016"
142559,113353,"St David's Church of England Primary School","Parent","01-01-2016"
142560,101563,"St Gregory's Catholic Science College","Parent","01-01-2016"
142561,111027,"The Marlborough Primary School","Parent","01-01-2016"
142562,124715,"Thurston Church of England Voluntary Controlled Primary School","Parent","01-01-2016"
142563,134829,"Trinity Anglican-Methodist Primary School","Parent","01-01-2016"
142564,111943,"Werrington School","Parent","01-01-2016"
142565,131539,"Woodlands Primary School","Parent","01-01-2016"
142566,124549,"Woolpit Community Primary School","Parent","01-01-2016"
142570,103215,"Highfield Junior and Infant School","Parent","08-12-2015"
142574,107695,"Cowlersley Primary School","Parent","07-01-2016"
142575,123356,"Buildwas Primary School","Parent","07-01-2016"
142576,109998,"Eton Porny CofE First School","Parent","07-01-2016"
142577,110047,"The Brakenhale School","Parent","07-01-2016"
142578,106735,"Waverley Primary School","Parent","07-01-2016"
142579,123657,"Nunney First School","Parent","07-01-2016"
142580,124642,"Elm Tree Community Primary School","Parent","07-01-2016"
142581,125524,"Stratford-upon-Avon Primary School","Parent","07-01-2016"
142582,107271,"High Crags Primary School","Parent","07-01-2016"
142584,101597,"Burnt Ash Primary School","Parent","01-02-2016"
142585,108065,"Cockburn School","Parent","01-02-2016"
142586,101404,"Eastcote Primary School","Parent","01-02-2016"
142587,101794,"Good Shepherd Catholic Primary School","Parent","01-02-2016"
142588,121148,"Great Witchingham Church of England Primary School","Parent","01-02-2016"
142589,121094,"Hockering Church of England Voluntary Aided Primary School","Parent","01-02-2016"
142590,132219,"Immanuel College","Parent","01-02-2016"
142591,135178,"Manor Community Primary School","Parent","01-02-2016"
142592,121397,"Oatlands Community Infant School","Parent","01-02-2016"
142593,121429,"Pannal Primary School","Parent","01-02-2016"
142594,104251,"Pool Hayes Arts and Community School","Parent","01-02-2016"
142595,124752,"Sproughton Church of England Voluntary Controlled Primary School","Parent","01-02-2016"
142596,134173,"St Leonard's (CofE) Primary School (VC)","Parent","01-02-2016"
142597,124760,"St Mary's Church of England Voluntary Aided Primary School, Hadleigh","Parent","01-02-2016"
142598,124773,"St Mary's Church of England Voluntary Aided Primary School, Woodbridge","Parent","01-02-2016"
142599,121034,"St Peter's CofE VA Primary School, Easton","Parent","01-02-2016"
142600,107119,"St Thomas More Catholic Primary School","Parent","01-02-2016"
142601,108736,"St Wilfrid's RC College","Parent","01-02-2016"
142602,116194,"Westover Primary School","Parent","01-02-2016"
142607,140241,"Haybrook College PRU","Parent","14-01-2016"
142607,140240,"Haybrook College","Parent","14-01-2016"
142609,110521,"Beechview School","Parent","19-01-2016"
142610,134449,"Davidson Primary School","Parent","19-01-2016"
142611,114548,"Sir Henry Fermor Church of England Primary School","Parent","19-01-2016"
142612,115449,"Ramsden Hall School","Parent","19-01-2016"
142613,118252,"Westgate Primary School","Parent","19-01-2016"
142627,133448,"Menorah High School","Parent","01-04-2016"
142629,107922,"Ebor Gardens Primary School","Parent","02-02-2016"
142630,108129,"Elmete Wood - BESD SILC (Behaviour, Emotional, Social Difficulties Specialist Learning Centre)","Parent","02-02-2016"
142631,120012,"Humberstone Infant School","Parent","02-02-2016"
142632,131846,"Portway Primary School","Parent","02-02-2016"
142633,135627,"The Bishops Church of England Voluntary Aided Primary School","Parent","02-02-2016"
142634,120948,"Henderson Green Primary School","Parent","02-02-2016"
142636,131750,"Claremont Primary School","Parent","01-03-2016"
142637,121282,"Scarcroft Primary School","Parent","01-03-2016"
142638,110609,"Gamlingay First School","Parent","01-03-2016"
142639,113221,"Stoke Gabriel Primary School","Parent","01-03-2016"
142641,113464,"Landscove Church of England Primary School","Parent","01-03-2016"
142642,124023,"New Ford Primary School","Parent","01-03-2016"
142643,123979,"Packmoor Primary School","Parent","01-03-2016"
142645,123013,"Brize Norton Primary School","Parent","01-03-2016"
142648,121706,"Millthorpe School","Parent","01-03-2016"
142649,113400,"Bearnes Voluntary Primary School","Parent","01-03-2016"
142650,135506,"Towcester Church of England Primary School","Parent","01-03-2016"
142651,121996,"Weldon Church of England Primary School","Parent","01-03-2016"
142652,113395,"Diptford Parochial Church of England Primary School","Parent","01-03-2016"
142661,121965,"Cottingham Church of England School","Parent","01-03-2016"
142662,111860,"Gerrans School","Parent","01-03-2016"
142663,107080,"Hucklow Primary School","Parent","01-03-2016"
142664,123148,"St James Church of England School, Hanney","Parent","01-03-2016"
142665,120752,"The Garth School","Parent","01-03-2016"
142666,120751,"The John Fielding Community Special School","Parent","01-03-2016"
142667,120750,"The Priory School","Parent","01-03-2016"
142668,111874,"Tregony Community Primary School","Parent","01-03-2016"
142669,113402,"Upton St James CofE Primary School","Parent","01-03-2016"
142673,141865,"Trinity Academy Newcastle","Parent - Split School","01-01-2016"
142679,104335,"Dunstall Hill Primary School","Parent","04-03-2016"
142680,104352,"Grove Primary School","Parent","04-03-2016"
142681,107443,"Laisterdyke Business and Enterprise College","Parent","04-03-2016"
142682,109785,"New Town Primary School","Parent","04-03-2016"
142683,132792,"Porters Grange Primary School and Nursery","Parent","04-03-2016"
142684,104309,"Palmers Cross Primary School","Parent","04-03-2016"
142685,114721,"Alton Park Junior School","Parent","01-04-2016"
142686,103370,"Aston Tower Community Primary School","Parent","01-04-2016"
142687,102621,"Bedelsford School","Parent","01-04-2016"
142688,113315,"Boringdon Primary School","Parent","01-04-2016"
142689,118714,"Brenchley and Matfield Church of England Voluntary Aided Primary School","Parent","01-04-2016"
142690,113660,"Bridport Primary School","Parent","01-04-2016"
142691,113757,"Bridport, St Mary's Church of England Primary School","Parent","01-04-2016"
142692,113758,"Burton Bradstock Church of England Voluntary Controlled School","Parent","01-04-2016"
142693,112189,"Castle Park School","Parent","01-04-2016"
142694,101610,"Chelsfield Primary School","Parent","01-04-2016"
142695,110577,"Chiltern Way Federation","Parent","01-04-2016"
142696,124436,"Churnet View Middle School","Parent","01-04-2016"
142697,101612,"Darrick Wood Junior School","Parent","01-04-2016"
142698,102623,"Dysart School","Parent","01-04-2016"
142699,101189,"Eastbury Primary School","Parent","01-04-2016"
142700,103675,"Finham Primary School","Parent","01-04-2016"
142701,106183,"Flowery Field Primary School","Parent","01-04-2016"
142702,134291,"Forwards Centre","Parent","01-04-2016"
142703,101525,"Furness Primary School","Parent","01-04-2016"
142704,106199,"Godley Community Primary School","Parent","01-04-2016"
142705,136154,"Grange Park Primary School","Parent","01-04-2016"
142706,116881,"Great Witley CofE Primary School","Parent","01-04-2016"
142707,113462,"Harbertonford Church of England Primary School","Parent","01-04-2016"
142708,102726,"Hartley Primary School","Parent","01-04-2016"
142709,113202,"Hennock Community Primary School","Parent","01-04-2016"
142710,112948,"John Flamsteed Community School","Parent","01-04-2016"
142711,124406,"Leek High Specialist Technology School","Parent","01-04-2016"
142712,111917,"Luxulyan School","Parent","01-04-2016"
142713,133525,"Mayville Primary School","Parent","01-04-2016"
142714,111064,"Monks Coppenhall Primary School","Parent","01-04-2016"
142717,106180,"Oakfield Primary and Moderate Learning Difficulties Resource Base","Parent","01-04-2016"
142718,101552,"Oakington Manor Primary School","Parent","01-04-2016"
142719,105146,"Park School Teaching Service","Parent","01-04-2016"
142720,109067,"Peasedown St John Primary School","Parent","01-04-2016"
142721,101617,"Pratts Bottom Primary School","Parent","01-04-2016"
142722,102364,"Ravensbourne School","Parent","01-04-2016"
142723,101445,"Royal Park Primary School","Parent","01-04-2016"
142724,120211,"Saint Peter's Catholic Primary School, Hinckley, Leicestershire","Parent","01-04-2016"
142725,122857,"Selston High School","Parent","01-04-2016"
142726,102754,"Selwyn Primary School","Parent","01-04-2016"
142727,102047,"Southgate School","Parent","01-04-2016"
142728,123089,"Southwold County Primary School","Parent","01-04-2016"
142729,101801,"St Aidan's Catholic Primary School","Parent","01-04-2016"
142730,121130,"St Augustine's Catholic Primary School, Costessey","Parent","01-04-2016"
142731,101802,"St Chad's Catholic Primary School","Parent","01-04-2016"
142732,138197,"St Francis of Assisi Catholic Primary School","Parent","01-04-2016"
142733,122038,"St Gregory's Catholic Primary School","Parent","01-04-2016"
142734,111675,"St John the Evangelist Roman Catholic Voluntary Aided Primary School","Parent","01-04-2016"
142735,110001,"St John's CofE (Aided) Primary School","Parent","01-04-2016"
142736,111678,"St Joseph's Roman Catholic Voluntary Aided Primary School, Billingham","Parent","01-04-2016"
142737,121144,"St Mary and St Peter Catholic  Primary School","Parent","01-04-2016"
142738,122036,"St Mary's Catholic Primary School","Parent","01-04-2016"
142739,111677,"St Paul's Roman Catholic Voluntary Aided Primary School","Parent","01-04-2016"
142740,102622,"St Philip's School","Parent","01-04-2016"
142741,112930,"Swanwick Hall School","Parent","01-04-2016"
142742,122039,"The Good Shepherd Catholic Primary School","Parent","01-04-2016"
142743,101624,"The Highway Primary School","Parent","01-04-2016"
142744,114693,"The Lindfield School","Parent","01-04-2016"
142745,114692,"The South Downs Community Special School","Parent","01-04-2016"
142746,105147,"The Young Mums Unit","Parent","01-04-2016"
142747,122100,"Thomas Becket Catholic School","Parent","01-04-2016"
142748,124058,"Thomas Russell Infants School","Parent","01-04-2016"
142749,107032,"Tinsley Meadows Primary School","Parent","01-04-2016"
142750,102980,"Victor Seymour Infants' School","Parent","01-04-2016"
142751,120886,"Walpole Cross Keys Primary School","Parent","01-04-2016"
142752,112917,"Walter Evans Church of England Aided Primary School","Parent","01-04-2016"
142753,114779,"West Leigh Junior School","Parent","01-04-2016"
142754,109227,"Weston All Saints CofE Primary School","Parent","01-04-2016"
142755,124407,"Westwood College","Parent","01-04-2016"
142756,111036,"Wheelock Primary School","Parent","01-04-2016"
142757,122823,"Worksop Priory CofE Primary School","Parent","01-04-2016"
142758,132255,"Youth Challenge Pru","Parent","01-04-2016"
142759,124851,"The Benjamin Britten High School","Parent","04-03-2016"
142760,121279,"Knavesmire Primary School","Parent","01-04-2016"
142761,107366,"Tong High School","Parent","09-03-2016"
142762,135905,"Manchester Creative and Media Academy","Parent","01-03-2016"
142764,120477,"Spilsby Primary School","Parent","01-04-2016"
142765,104215,"Lodge Farm Primary","Parent","15-03-2016"
142766,131692,"Lever Park School","Parent","15-03-2016"
142768,106967,"Abbey School","Parent","15-03-2016"
142769,124036,"Horninglow Primary School","Parent","15-03-2016"
142770,124779,"St Edmund's Catholic Primary School","Parent","15-03-2016"
142775,115257,"St Osyth Church of England Primary School","Parent","18-03-2016"
142785,123544,"Dawley Church of England Primary School with Nursery","Parent","07-04-2016"
142786,124778,"St Benet's Catholic Primary School","Parent","07-04-2016"
142787,120035,"Uplands Junior School","Parent","07-04-2016"
142788,135349,"Woodford Primary School","Parent","07-04-2016"
142789,111859,"Chacewater Community Primary School","Parent","01-05-2016"
142790,109834,"Dedworth Green First School","Parent","01-05-2016"
142791,110072,"Dedworth Middle School","Parent","01-05-2016"
142792,124051,"Eton Park Junior School","Parent","01-05-2016"
142793,136744,"Fenland Learning Base","Parent","01-05-2016"
142794,103375,"Gossey Lane Junior Infant and Nursery School","Parent","01-05-2016"
142795,106972,"Hilltop School","Parent","01-05-2016"
142797,106968,"Kelford School","Parent","01-05-2016"
142798,135477,"The Prescot School","Parent","01-05-2016"
142799,124039,"Lansdowne Infants' School","Parent","01-05-2016"
142800,123656,"Minehead First School","Parent","01-05-2016"
142801,124527,"Parkside Pupil Referral Unit","Parent","01-05-2016"
142802,113084,"Redhills Community Primary School","Parent","01-05-2016"
142803,113217,"Shaldon Primary School","Parent","01-05-2016"
142804,112021,"St Catherine's CofE Primary School","Parent","01-05-2016"
142805,113507,"St James School","Parent","01-05-2016"
142806,124780,"St Mary's Roman Catholic Primary School","Parent","01-05-2016"
142807,111877,"Threemilestone School","Parent","01-05-2016"
142808,124528,"Westbridge Pupil Referral Unit","Parent","01-05-2016"
142809,124286,"Yoxall St Peter's CofE (VC) Primary School","Parent","01-05-2016"
142810,110843,"Wisbech St Mary CofE Academy","Parent","19-04-2016"
142811,110790,"Guilden Morden CofE Primary School","Parent","19-04-2016"
142813,115036,"Templars Primary & Nursery School","Parent","19-04-2016"
142814,132829,"St Nicholas Church of England (Controlled) Primary School","Parent","19-04-2016"
142817,118457,"Cedar Primary School","Parent","19-04-2016"
142818,134944,"Valley Primary School","Parent","19-04-2016"
142819,123768,"St Michael's Church of England First School","Parent","19-04-2016"
142822,110050,"John O'Gaunt School","Parent","19-04-2016"
142824,128081,"Westminster Church of England Primary Academy","Parent","19-04-2016"
142825,107350,"Buttershaw Business and Enterprise College","Parent","19-04-2016"
142827,112929,"St Joseph's Catholic Primary","Parent","19-04-2016"
142834,118466,"Woodlands Infant School","Parent","01-09-2016"
142834,118448,"Woodlands Junior School","Parent","01-09-2016"
142835,136155,"A.C.E - Alternative Complementary Education","Parent","01-06-2016"
142836,107202,"Barkerend Primary School","Parent","01-06-2016"
142837,121031,"Cawston Voluntary Controlled Primary School","Parent","01-06-2016"
142838,121470,"Badger Hill Primary School","Parent","01-06-2016"
142840,120901,"Firside Junior School","Parent","01-06-2016"
142841,117924,"Great Coates Primary School","Parent","01-06-2016"
142842,121191,"Heacham Junior School","Parent","01-06-2016"
142843,124111,"Hempstalls Primary School","Parent","01-06-2016"
142844,131821,"Hempland Primary School","Parent","06-06-2016"
142845,121605,"Heworth Church of England Voluntary Aided Primary School","Parent","01-06-2016"
142846,109953,"Holyport CofE (Aided) Primary School","Parent","01-06-2016"
142847,110238,"Ickford Combined School","Parent","01-06-2016"
142848,120066,"Knighton Fields Primary School and Community Centre","Parent","01-06-2016"
142849,134803,"Montpelier Primary School","Parent","01-06-2016"
142850,111907,"Mount Charles School","Parent","01-06-2016"
142852,121084,"Rudham CofE Primary School","Parent","06-06-2016"
142853,109317,"St Katherine's School","Parent","01-06-2016"
142854,107222,"Thornbury Primary School","Parent","01-06-2016"
142855,121064,"Weasenham Church of England Primary School","Parent","01-06-2016"
142856,119725,"West Craven High School","Parent","01-06-2016"
142857,120056,"Willowbrook Primary School","Parent","01-06-2016"
142858,103259,"Yew Tree Community Junior and Infant School (NC)","Parent","01-06-2016"
142923,105216,"Bishop Bridgeman CofE Primary School","Parent","01-07-2016"
142924,118508,"Barming Primary School","Parent","19-05-2016"
142932,137494,"Trinity School","Parent","03-06-2016"
142933,106675,"Edenthorpe Hall Primary School","Parent","03-06-2016"
142934,106738,"Conisbrough Balby Street Primary School","Parent","03-06-2016"
142935,114844,"Shalford Primary School","Parent","03-06-2016"
142936,105549,"St Wilfrid's CofE Aided Primary School Northenden","Parent","03-06-2016"
142937,133484,"Lower Meadow Primary School","Parent","03-06-2016"
142941,109071,"Welton Primary School","Parent","01-07-2016"
142942,109107,"Longvernal Primary School","Parent","01-07-2016"
142943,109230,"Combe Down CofE Primary School","Parent","01-07-2016"
142944,105208,"St James CofE Primary School, Farnworth","Parent","01-07-2016"
142945,107333,"St John the Evangelist Catholic Primary School","Parent","01-07-2016"
142946,107349,"Oxenhope CofE Primary School","Parent","01-07-2016"
142947,107346,"St Walburga's Catholic Primary School","Parent","01-07-2016"
142948,107436,"Oakworth Primary School","Parent","03-07-2016"
142949,107260,"Haworth Primary School","Parent","01-07-2016"
142950,107264,"Lees Primary School","Parent","01-07-2016"
142951,107331,"St Winefride's Catholic Primary School","Parent","01-07-2016"
142952,111887,"Roche Community Primary School","Parent","01-07-2016"
142953,111955,"Polperro Community Primary School","Parent","01-07-2016"
142954,111915,"Lanlivery Community Primary School","Parent","01-07-2016"
142955,111976,"Pelynt School","Parent","01-07-2016"
142956,111962,"Darite Primary School","Parent","01-07-2016"
142957,111850,"St Erth Community Primary School","Parent","01-07-2016"
142958,111910,"The Beacon Infant and Nursery School, Bodmin","Parent","01-07-2016"
142959,111883,"Polruan Community Primary School","Parent","01-07-2016"
142960,103733,"Lyng Hall School","Parent","01-07-2016"
142961,114224,"High Coniscliffe CofE Primary School","Parent","01-07-2016"
142962,114212,"St Mary's Cockerton Church of England Primary School","Parent","01-07-2016"
142963,113817,"Trent Young's Endowed Church of England Voluntary Aided Primary School","Parent","01-07-2016"
142965,111568,"Brougham Primary School","Parent","01-07-2016"
142966,102289,"Brookside Infant School","Parent","01-07-2016"
142967,120057,"Thurnby Lodge Primary School and Speech and Language Unit","Parent","01-07-2016"
142968,120876,"St Edmund's Community Foundation School","Parent","01-07-2016"
142969,117964,"Littlecoates Primary School","Parent","01-07-2016"
142970,113783,"Lilliput Church of England Voluntary Controlled Infant School","Parent","01-07-2016"
142971,131694,"Old Town Infant School and Nursery","Parent","01-07-2016"
142972,113688,"Courthill Infant School","Parent","01-07-2016"
142973,113782,"Longfleet Church of England Voluntary Controlled Primary School","Parent","01-07-2016"
142974,113792,"Baden-Powell and St Peter's Church of England Junior School","Parent","01-07-2016"
142975,131691,"Oakdale Junior School","Parent","01-07-2016"
142976,106841,"High Greave Junior School","Parent","01-07-2016"
142977,106842,"High Greave Infant School","Parent","01-07-2016"
142978,106915,"Catcliffe Primary School","Parent","01-07-2016"
142979,104051,"Streetsbrook Infant and Nursery School","Parent","01-07-2016"
142980,124424,"Codsall Middle School","Parent","01-07-2016"
142981,124167,"Barnfields Primary School","Parent","01-07-2016"
142982,124277,"St Peter's CofE (C) Primary School","Parent","01-07-2016"
142983,124444,"Sir Graham Balfour High School","Parent","01-07-2016"
142984,124188,"Ellison Primary School","Parent","01-07-2016"
142985,131568,"Leasowes Primary School","Parent","01-07-2016"
142986,124243,"St Nicholas CofE (C) First School","Parent","01-07-2016"
142987,124416,"Walton High School","Parent","01-07-2016"
142989,124029,"Park Hall Primary School","Parent","01-07-2016"
142993,124545,"Laureate Community Primary School and Nursery","Parent","01-07-2016"
142994,124738,"Nacton Church of England Voluntary Controlled Primary School","Parent","01-07-2016"
142995,124548,"Wickhambrook Community Primary School","Parent","01-07-2016"
142996,108823,"Burnside Primary School","Parent","01-07-2016"
142997,108810,"Fatfield Primary School","Parent","01-07-2016"
142998,125045,"Eastwick Infant School","Parent","01-07-2016"
142999,125013,"Eastwick Junior School","Parent","01-07-2016"
143000,124963,"Cuddington Community Primary School","Parent","01-07-2016"
143001,125036,"Wallace Fields Infant School","Parent","01-07-2016"
143002,103003,"Stanley Park High School","Parent","01-07-2016"
143003,108156,"Sharlston Community School (3-11): With Visual Impairment Resource","Parent","01-07-2016"
143004,126323,"Durrington All Saints Church of England Voluntary Controlled Infants' School","Parent","01-07-2016"
143005,126459,"Avon Valley College","Parent","01-07-2016"
143006,126325,"Figheldean St Michael's Church of England Primary School","Parent","01-07-2016"
143007,126309,"Bulford St Leonard's C of E (VA) Primary School","Parent","01-07-2016"
143009,126331,"Keevil CofE Primary School","Parent","01-07-2016"
143010,109008,"Widcombe Infant School","Parent","01-07-2016"
143011,111013,"Gorsey Bank Primary School","Parent","01-07-2016"
143012,124025,"Greenways Primary School","Parent","01-07-2016"
143015,122740,"Bulwell St Mary's Primary and Nursery School","Parent","01-08-2016"
143016,111805,"Nancledra School","Parent","01-07-2016"
143021,109274,"St John the Evangelist Voluntary Aided Church of England Primary School","Parent","01-07-2016"
143025,135967,"Kettering Science Academy","Parent - Split School","01-09-2016"
143030,105200,"Red Lane Primary School","Parent","01-08-2016"
143031,105193,"Masefield Primary School","Parent","01-08-2016"
143032,107345,"St Joseph's Catholic Primary School","Parent","01-08-2016"
143033,101638,"Clare House Primary School","Parent","01-08-2016"
143034,114533,"St Paul's Church of England Primary School and Nursery","Parent","01-08-2016"
143035,114613,"The Bishop Bell Church of England Mathematics and Computing Specialist School","Parent","01-08-2016"
143050,124722,"Bramfield Church of England Primary","Parent","10-07-2016"
143051,104055,"Damson Wood Nursery and Infant School","Parent","10-07-2016"
143052,133325,"Firs Hill Community Primary School","Parent","10-07-2016"
143053,120845,"Reepham Primary School","Parent","10-07-2016"
143054,106925,"Aston Hall Junior and Infant School","Parent","01-08-2016"
143055,106888,"Aston Lodge Primary School","Parent","01-08-2016"
143056,124687,"Bardwell Church of England Voluntary Controlled Primary School","Parent","01-08-2016"
143057,106908,"Brinsworth Whitehill Primary School","Parent","01-08-2016"
143058,133915,"Bruche Community Primary School","Parent","01-08-2016"
143059,105974,"Buile Hill Visual Arts College","Parent","01-08-2016"
143060,122429,"Burford Primary and Nursery School","Parent","01-08-2016"
143061,107008,"Byron Wood Primary School","Parent","01-08-2016"
143062,106010,"Chatsworth High School and Community College","Parent","01-08-2016"
143063,111727,"Egglescliffe School","Parent","01-08-2016"
143064,110968,"Evelyn Street Community Primary School","Parent","01-08-2016"
143065,124753,"Gislingham Church of England Voluntary Controlled Primary School","Parent","01-08-2016"
143066,121014,"Glebeland Community Primary School","Parent","01-08-2016"
143067,113326,"Glen Park Primary School","Parent","01-08-2016"
143068,111561,"Junction Farm Primary School","Parent","01-08-2016"
143069,124598,"Mendham Primary School","Parent","01-08-2016"
143070,124739,"Old Newton Church of England Voluntary Controlled Primary School","Parent","01-08-2016"
143071,124740,"Palgrave Church of England Voluntary Controlled Primary School","Parent","01-08-2016"
143072,111239,"Penketh Community Primary School","Parent","01-08-2016"
143073,118391,"Priory Fields School","Parent","01-08-2016"
143074,124591,"St Edmund's Primary School","Parent","01-08-2016"
143075,118394,"St Martin's School","Parent","01-08-2016"
143076,121853,"Stanwick Primary School","Parent","01-08-2016"
143077,111564,"The Links Primary School","Parent","01-08-2016"
143078,108196,"Towngate Primary School","Parent","01-08-2016"
143079,100157,"Windrush Primary School","Parent","01-08-2016"
143082,101365,"Bishop Douglass School Finchley","Parent","01-09-2016"
143083,109205,"Saltford CofE Primary School","Parent","01-09-2016"
143084,109455,"Harrold Lower School","Parent","01-09-2016"
143085,101439,"Chatsworth Infant School","Parent","01-09-2016"
143086,103202,"Conway Primary School","Parent","01-09-2016"
143087,103374,"The Oval Primary School","Parent","01-09-2016"
143088,103280,"Cottesbrooke Junior School","Parent","01-09-2016"
143089,131725,"Firs Primary School","Parent","01-09-2016"
143090,103204,"Greet Primary School","Parent","01-09-2016"
143091,103307,"Topcliffe Primary School","Parent","01-09-2016"
143092,107193,"Allerton Primary School","Parent","01-09-2016"
143093,107205,"Horton Grange Primary School","Parent","01-09-2016"
143094,107209,"Heaton Primary School","Parent","01-09-2016"
143095,107292,"Horton Park Primary School","Parent","01-09-2016"
143096,107297,"Copthorne Primary School","Parent","01-09-2016"
143097,101645,"St George's, Bickley, Church of England Primary School","Parent","01-09-2016"
143099,111997,"St Uny CofE School","Parent","01-08-2016"
143100,109273,"St Mark's Voluntary Aided Ecumenical CofE/Methodist Primary School","Parent","01-08-2016"
143101,104405,"The Royal Wolverhampton School","Parent","01-09-2016"
143104,106380,"North Cestrian Grammar School","Parent","01-09-2016"
143107,106558,"Doncaster Road Primary School","Parent","16-07-2016"
143108,133290,"St Martin's Garden Primary School","Parent","16-07-2016"
143109,101607,"Dorset Road Infant School","Parent","01-09-2016"
143110,101604,"Red Hill Primary School","Parent","01-09-2016"
143111,110940,"Highfield Special School","Parent","01-09-2016"
143112,107441,"Oakbank School","Parent","16-07-2016"
143113,107391,"Queensbury School","Parent","16-07-2016"
143114,107442,"Thornton Grammar School","Parent","16-07-2016"
143116,133387,"Longtown Primary School","Parent","16-07-2016"
143117,112775,"Whitecotes Primary School","Parent","16-07-2016"
143118,101914,"Woodlands Academy","Parent","16-07-2016"
143119,114438,"Hawkes Farm Primary School","Parent","16-07-2016"
143120,114440,"Meeching Valley Primary School","Parent","16-07-2016"
143121,114757,"Frobisher Primary and Nursery School","Parent","16-07-2016"
143123,114891,"Lubbins Park Community Primary School","Parent","16-07-2016"
143124,115035,"Larkrise Primary School","Parent","16-07-2016"
143125,114995,"Northlands Primary School and Nursery","Parent","16-07-2016"
143126,114819,"Whitmore Primary School and Nursery","Parent","16-07-2016"
143127,114949,"Ryedene Community Primary School","Parent","16-07-2016"
143128,134021,"The Phoenix Primary School","Parent","16-07-2016"
143129,100359,"Phoenix High School","Parent","16-07-2016"
143130,131193,"Manor Green College","Parent","16-07-2016"
143131,117538,"Sheredes School","Parent","16-07-2016"
143132,120495,"Theddlethorpe Primary School","Parent","16-07-2016"
143133,102631,"Beecholme Primary School","Parent","16-07-2016"
143134,110526,"Stantonbury Campus","Parent","16-07-2016"
143135,120839,"Old Buckenham Community Primary School","Parent","16-07-2016"
143136,134830,"St Georges VA Church Primary School","Parent","17-07-2016"
143138,121701,"Brayton Academy","Parent","17-07-2016"
143139,121441,"Camblesforth Community Primary School","Parent","17-07-2016"
143140,122665,"Ollerton Community Primary School","Parent","17-07-2016"
143141,106959,"Swinton Community School","Parent","17-07-2016"
143142,123575,"St Martins School (3-16 Learning Community)","Parent","17-07-2016"
143143,123707,"Halcon Community Primary School","Parent","17-07-2016"
143145,135143,"Rosebrook Primary School","Parent","17-07-2016"
143146,111733,"Bishopsgarth School","Parent","17-07-2016"
143147,124707,"Long Melford Church of England Voluntary Controlled Primary School","Parent","17-07-2016"
143148,101108,"Paddington Green Primary School","Parent","17-07-2016"
143149,114900,"Chadwell St Mary Primary School","Parent","17-07-2016"
143150,104286,"Kingston Centre (Primary PRU)","Parent","17-07-2016"
143151,104326,"Hill Avenue Primary School","Parent","17-07-2016"
143152,104308,"East Park Primary School","Parent","17-07-2016"
143153,133271,"Underwood West Primary School","Parent","01-09-2016"
143154,111018,"Adlington Primary School","Parent","01-09-2016"
143156,135245,"Dean Oaks Primary School","Parent","01-09-2016"
143157,111071,"Calveley Primary School","Parent","01-09-2016"
143159,111265,"Acton CofE Primary School","Parent","01-09-2016"
143160,111081,"Highfields Community Primary School","Parent","01-09-2016"
143165,111888,"Bugle School","Parent","01-09-2016"
143166,112086,"Curnow School","Parent","01-09-2016"
143167,112087,"Nancealverne School","Parent","01-09-2016"
143168,111830,"Constantine Primary School","Parent","01-09-2016"
143169,111923,"Trevisker Community Primary School","Parent","01-09-2016"
143170,111855,"Mabe Community Primary School","Parent","01-09-2016"
143171,111865,"Probus Community Primary School","Parent","01-09-2016"
143172,112015,"The Bishops CofE Primary School","Parent","01-09-2016"
143173,112085,"Doubletrees School","Parent","01-09-2016"
143175,131594,"Nightingale Community Academy","Parent","22-07-2016"
143176,111903,"Biscovey Nursery and Infant Community School","Parent","01-09-2016"
143177,103653,"Stanton Bridge Primary School","Parent","01-09-2016"
143178,101750,"Woodside Primary School and Children's Centre","Parent","01-09-2016"
143179,112626,"Barrow Hill Primary School","Parent","01-09-2016"
143180,112810,"Christ Church CofE Primary School","Parent","01-09-2016"
143181,112628,"Poolsbrook Primary School","Parent","01-09-2016"
143182,113102,"Musbury Primary School","Parent","01-09-2016"
143183,113437,"Sidmouth Church of England (VA) Primary School","Parent","01-09-2016"
143184,113339,"Tidcombe Primary School","Parent","01-09-2016"
143185,113481,"Lady Modiford's Church of England (Voluntary Aided) Primary School","Parent","01-09-2016"
